Nama,Harga,Terjual,Kota,Link
Pupuk kalsium MANOHARA 1kg,Rp15.000,234 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-kalsium-MANOHARA-1kg-i.8262354.10277914999?sp_atk=72b662b3-c5b7-4836-b98a-803f3653d624&xptdk=72b662b3-c5b7-4836-b98a-803f3653d624
PUPUK KALSIGRO 98 BERAT 1 KG KEMASAN PABRIK KALSIUM BORON,Rp18.000,18 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/PUPUK-KALSIGRO-98-BERAT-1-KG-KEMASAN-PABRIK-KALSIUM-BORON-i.16284584.8806334671?sp_atk=0f2bf533-c5ea-45a3-9142-6752a59d98aa&xptdk=0f2bf533-c5ea-45a3-9142-6752a59d98aa
Pupuk kalsium nitrat CN-G cng cap pak tani isi 1kg,Rp29.000,,KAB. KARO,https://shopee.co.id/Pupuk-kalsium-nitrat-CN-G-cng-cap-pak-tani-isi-1kg-i.932357260.19772711585?sp_atk=460ec137-3d71-4445-8a15-b2d9502c8c18&xptdk=460ec137-3d71-4445-8a15-b2d9502c8c18
Pupuk KALSIUM NITRAT Larut Air Kemasan R3pack 1 KG (Tanpa Merk) sama seperti CALNIT dan CALCINIT untuk Hidroponik,Rp19.900,21 Terjual,KOTA JAMBI,https://shopee.co.id/Pupuk-KALSIUM-NITRAT-Larut-Air-Kemasan-R3pack-1-KG-(Tanpa-Merk)-sama-seperti-CALNIT-dan-CALCINIT-untuk-Hidroponik-i.589200768.19862782196?sp_atk=09d3b2d6-0985-4ed9-94b0-5c48d2027f1d&xptdk=09d3b2d6-0985-4ed9-94b0-5c48d2027f1d
PUPUK KALSIUM + BORON NUTRI BLUE NUTRIBLUE 1KG,Rp19.900,99 Terjual,KAB. SUKABUMI,https://shopee.co.id/PUPUK-KALSIUM-BORON-NUTRI-BLUE-NUTRIBLUE-1KG-i.40717464.12370086873?sp_atk=7295053c-1d17-4dfc-961d-6661a0a11a04&xptdk=7295053c-1d17-4dfc-961d-6661a0a11a04
Pupuk Kalsium Boron ManoHara 1kg,Rp15.500,54 Terjual,KAB. TEMANGGUNG,https://shopee.co.id/Pupuk-Kalsium-Boron-ManoHara-1kg-i.780555581.19537006344?sp_atk=9f2e23c9-9f0f-40ec-9b1b-dd924be830b9&xptdk=9f2e23c9-9f0f-40ec-9b1b-dd924be830b9
Pupuk TOP Kalsium/Calsium 98 1kg Nutrisi lengkap mikra & mikro Mencegah kerontokan bunga dan buah,Rp19.000,15 Terjual,KAB. BOYOLALI,https://shopee.co.id/Pupuk-TOP-Kalsium-Calsium-98-1kg-Nutrisi-lengkap-mikra-mikro-Mencegah-kerontokan-bunga-dan-buah-i.430440741.11536092483?sp_atk=c92e2ca1-ef06-4950-aae2-bf29f773a43b&xptdk=c92e2ca1-ef06-4950-aae2-bf29f773a43b
Pupuk Canita 1 Kg Kalsium Nitrat Cap Tawon,Rp18.750,7 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Canita-1-Kg-Kalsium-Nitrat-Cap-Tawon-i.7101245.18247649625?sp_atk=14c8a94d-d1bd-4fef-b240-3dabdef99027&xptdk=14c8a94d-d1bd-4fef-b240-3dabdef99027
PUPUK TOPCALSI 1 KG KEMASAN PABRIK KALSIUM BORON,Rp16.500,73 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/PUPUK-TOPCALSI-1-KG-KEMASAN-PABRIK-KALSIUM-BORON-i.16284584.9515251613?sp_atk=fc2eaf35-4bd4-4829-b142-0f61158415c3&xptdk=fc2eaf35-4bd4-4829-b142-0f61158415c3
pupuk magic super calsium boron 1kg suplemen tanaman,Rp24.000,27 Terjual,KAB. INDRAMAYU,https://shopee.co.id/pupuk-magic-super-calsium-boron-1kg-suplemen-tanaman-i.30564932.15051645279?sp_atk=63e80f5f-0941-452f-970e-839ca5cc5b1d&xptdk=63e80f5f-0941-452f-970e-839ca5cc5b1d
"1 KG FORTUNE Obat Anti Penyakit Kuning Keriting Rontok Daun Cabe Terbaik - Pupuk Kalsium Serbuk Cabe Atasi Penyakit Kriting Kuning Daun Cabe Rontok dan Bintik Hitam, Pupuk Majemuk Cair Organik Cabe Anti Kuning Keriting Rontok Paling Bagus 100% ORIGINAL",Rp30.000,46 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/1-KG-FORTUNE-Obat-Anti-Penyakit-Kuning-Keriting-Rontok-Daun-Cabe-Terbaik-Pupuk-Kalsium-Serbuk-Cabe-Atasi-Penyakit-Kriting-Kuning-Daun-Cabe-Rontok-dan-Bintik-Hitam-Pupuk-Majemuk-Cair-Organik-Cabe-Anti-Kuning-Keriting-Rontok-Paling-Bagus-100-ORIGINAL-i.71340623.21341770354?sp_atk=726d6c5a-ee8d-4435-9ea1-25886213c163&xptdk=726d6c5a-ee8d-4435-9ea1-25886213c163
Pupuk Kalsium Nitrat CNG Pak Tani 1 kg,Rp17.300 - Rp21.900,92 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Nitrat-CNG-Pak-Tani-1-kg-i.400182897.13221087304?sp_atk=7f029c53-5b94-445e-a9bd-75673dd409df&xptdk=7f029c53-5b94-445e-a9bd-75673dd409df
PUPUK ULTRADAP PAK TANI KEMASAN PABRIK 1 KG,Rp54.500,"2,1RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/PUPUK-ULTRADAP-PAK-TANI-KEMASAN-PABRIK-1-KG-i.16443162.7116871119?sp_atk=06e0ad2e-13bc-4f38-8ed6-95c712b2cb43&xptdk=06e0ad2e-13bc-4f38-8ed6-95c712b2cb43
Pupuk kalsium calsium  Antiron Calsium Super Manohara 95 % 1Kg,Rp14.000,63 Terjual,KAB. BOGOR,https://shopee.co.id/Pupuk-kalsium-calsium-Antiron-Calsium-Super-Manohara-95-1Kg-i.30371938.16721742304?sp_atk=78ff4509-189b-446f-9e2d-d073e84e71ab&xptdk=78ff4509-189b-446f-9e2d-d073e84e71ab
Garsoni Anica Calcium Nitrate (Calnit) Kalsium Nitrat Repack 1 Kg,Rp21.800,18 Terjual,KOTA TANGERANG,https://shopee.co.id/Garsoni-Anica-Calcium-Nitrate-(Calnit)-Kalsium-Nitrat-Repack-1-Kg-i.364153909.22311553285?sp_atk=b7e4c83c-a174-47a7-8184-b1ed3c642f22&xptdk=b7e4c83c-a174-47a7-8184-b1ed3c642f22
"Pupuk Kalsium 1 Kg, Curah Murah",Rp6.500,11 Terjual,KAB. MAGELANG,https://shopee.co.id/Pupuk-Kalsium-1-Kg-Curah-Murah-i.653632959.12269617270?sp_atk=7a49906b-dd3e-43be-a784-2872078916cb&xptdk=7a49906b-dd3e-43be-a784-2872078916cb
asam humat pupuk pembenah tanah humic acid 90%,Rp60.000,206 Terjual,KAB. BANYUWANGI,https://shopee.co.id/asam-humat-pupuk-pembenah-tanah-humic-acid-90--i.704386553.21220756465?sp_atk=8f5772ef-01b5-4969-8d5a-429e29484beb&xptdk=8f5772ef-01b5-4969-8d5a-429e29484beb
Pupuk Nutricalha Calsium + Asam Humat 1 Kg | Nutri Cal Ha 1kg,Rp23.750,276 Terjual,KAB. MALANG,https://shopee.co.id/Pupuk-Nutricalha-Calsium-Asam-Humat-1-Kg-Nutri-Cal-Ha-1kg-i.821090679.19833998876?sp_atk=fb33b44f-1639-4e3e-ba39-9eb1b96be197&xptdk=fb33b44f-1639-4e3e-ba39-9eb1b96be197
YARA LIVA NITRABOR REPACK 1 KG PUPUK KALSIUM NITRAT + BORON Boroni Calsium Nitrat,Rp16.900,93 Terjual,KAB. KENDAL,https://shopee.co.id/YARA-LIVA-NITRABOR-REPACK-1-KG-PUPUK-KALSIUM-NITRAT-BORON-Boroni-Calsium-Nitrat-i.18401868.21366684465?sp_atk=0f0e4915-a3b0-45d9-a23b-f757744eaf62&xptdk=0f0e4915-a3b0-45d9-a23b-f757744eaf62
Pupuk Kalsium Supercals 900 Boron isi 1kg,Rp15.500,270 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Kalsium-Supercals-900-Boron-isi-1kg-i.32539262.731346068?sp_atk=74d8647d-cdd6-4a2a-ac3c-3dbb5ebfc35d&xptdk=74d8647d-cdd6-4a2a-ac3c-3dbb5ebfc35d
PUPUK CN - G CNG PAK TANI 15-0-0-28 KALSIUM NITRAT 1KG,Rp29.999,136 Terjual,KOTA BANJARBARU,https://shopee.co.id/PUPUK-CN-G-CNG-PAK-TANI-15-0-0-28-KALSIUM-NITRAT-1KG-i.451475239.10881168766?sp_atk=5184bcb6-6db9-4849-8a57-b370568c0ce7&xptdk=5184bcb6-6db9-4849-8a57-b370568c0ce7
CAL HA ( Pupuk Calcium + Humic Acit ) Pupuk Kalsium + Asam Humat 1 Kg,Rp29.600,58 Terjual,KAB. KLATEN,https://shopee.co.id/CAL-HA-(-Pupuk-Calcium-Humic-Acit-)-Pupuk-Kalsium-Asam-Humat-1-Kg-i.165129674.20916879445?sp_atk=382eadbe-8fb6-4dee-994f-9811eacf14ae&xptdk=382eadbe-8fb6-4dee-994f-9811eacf14ae
PAKET HEMAT PUPUK JIMMY HANTU 1000ml,Rp269.500,166 Terjual,KAB. BLORA,https://shopee.co.id/PAKET-HEMAT-PUPUK-JIMMY-HANTU-1000ml-i.180740744.7745531187?sp_atk=c86fc227-b19c-4566-a8d7-90b93a6638cf&xptdk=c86fc227-b19c-4566-a8d7-90b93a6638cf
Pupuk CAL-HA (Pupuk Calsium + Asam Humat) 1 Kg,Rp33.800,378 Terjual,KAB. PRINGSEWU,https://shopee.co.id/Pupuk-CAL-HA-(Pupuk-Calsium-Asam-Humat)-1-Kg-i.26782237.17033040499?sp_atk=0a0b814f-d5ca-413f-a1b6-44f30f4dde62&xptdk=0a0b814f-d5ca-413f-a1b6-44f30f4dde62
PUPUK KARATE PLUS BORONI  Repacking BORON calcium nitrat,Rp4.000 - Rp25.000,145 Terjual,KOTA JAKARTA SELATAN,https://shopee.co.id/PUPUK-KARATE-PLUS-BORONI-Repacking-BORON-calcium-nitrat-i.129906701.14085574470?sp_atk=79ef647b-e33f-4927-9fcc-28da229677f3&xptdk=79ef647b-e33f-4927-9fcc-28da229677f3
Calsium Super Cap Tawon Super Kalsium Pupuk Vitamin Buah Kemasan 1Kg,Rp15.000,,KOTA MEDAN,https://shopee.co.id/Calsium-Super-Cap-Tawon-Super-Kalsium-Pupuk-Vitamin-Buah-Kemasan-1Kg-i.202522906.19773001741?sp_atk=46bb8a0a-47d8-43a4-bb8f-740394cece97&xptdk=46bb8a0a-47d8-43a4-bb8f-740394cece97
Pupuk Kalsium Boron plus Zn Fortune Mesh 4000 cepat larut kemasan 1 kg,Rp22.000,166 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Boron-plus-Zn-Fortune-Mesh-4000-cepat-larut-kemasan-1-kg-i.513912257.17690021876?sp_atk=21f2b5a2-93f4-4639-844e-abb490125b60&xptdk=21f2b5a2-93f4-4639-844e-abb490125b60
Pupuk Kalsium Millagrow Kemasan 1kg Mencegah Rontok dan Busuk,Rp20.000,262 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Millagrow-Kemasan-1kg-Mencegah-Rontok-dan-Busuk-i.513912257.4497558394?sp_atk=a7895b6b-9f71-4129-a163-f459acfde526&xptdk=a7895b6b-9f71-4129-a163-f459acfde526
KNO3 PUTIH + MKP PAK TANI + BORON PAKET PUPUK ANGGUR BUAH SAYUR REPACK MASA GENERATIF,Rp40.000 - Rp49.500,"5,3RB Terjual",KAB. BOGOR,https://shopee.co.id/KNO3-PUTIH-MKP-PAK-TANI-BORON-PAKET-PUPUK-ANGGUR-BUAH-SAYUR-REPACK-MASA-GENERATIF-i.30429375.5497303506?sp_atk=ad6583ba-0bd7-485e-9e7b-9a6abd889f21&xptdk=ad6583ba-0bd7-485e-9e7b-9a6abd889f21
Kalsium Tanaman Anti Rontok NUTRICALS 1 Kg | Calcium Boron Nutricals 1kg Kalsium Boron,Rp15.000,99 Terjual,KAB. MALANG,https://shopee.co.id/Kalsium-Tanaman-Anti-Rontok-NUTRICALS-1-Kg-Calcium-Boron-Nutricals-1kg-Kalsium-Boron-i.20145629.9425598834?sp_atk=e516fd8a-371f-4fc7-ac1c-6116ca32a0ab&xptdk=e516fd8a-371f-4fc7-ac1c-6116ca32a0ab
"CALBOR FERTILIZER "" MANOHARA "" 1 KG pupuk calsium tanaman",Rp18.000,414 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/CALBOR-FERTILIZER-MANOHARA-1-KG-pupuk-calsium-tanaman-i.393365812.3983102673?sp_atk=07b63fa4-7f54-4d2e-abe8-682551fe6fd3&xptdk=07b63fa4-7f54-4d2e-abe8-682551fe6fd3
java HIGROS Calsium 100% larut tanpa endapan 1kg,Rp39.500,,KAB. TULUNGAGUNG,https://shopee.co.id/java-HIGROS-Calsium-100-larut-tanpa-endapan-1kg-i.306205459.21274515419?sp_atk=61bd7d6a-f9ff-4b6c-b331-22ed064fdce4&xptdk=61bd7d6a-f9ff-4b6c-b331-22ed064fdce4
PUPUK CALSIUM KALSIUM - NATURAL 1KG,Rp14.900,582 Terjual,KAB. WONOSOBO,https://shopee.co.id/PUPUK-CALSIUM-KALSIUM-NATURAL-1KG-i.180399789.4680139502?sp_atk=6403f304-4593-489c-a71f-8d35591c6f79&xptdk=6403f304-4593-489c-a71f-8d35591c6f79
Grit Tepung 1 kg  Cangkang Telur Super 100% Murni Tanpa Campuran Sumber Kalsium Alami Pertanian Organik,Rp17.500,299 Terjual,KOTA YOGYAKARTA,https://shopee.co.id/Grit-Tepung-1-kg-Cangkang-Telur-Super-100-Murni-Tanpa-Campuran-Sumber-Kalsium-Alami-Pertanian-Organik-i.165169191.15188179114?sp_atk=361a35d2-92a4-4138-b5ed-ac410df2ea08&xptdk=361a35d2-92a4-4138-b5ed-ac410df2ea08
Pupuk Kalsium Milagrow Anti Rontok & Busuk Mesh 2500 Kemasan 1KG,Rp19.900,,KAB. BOGOR,https://shopee.co.id/Pupuk-Kalsium-Milagrow-Anti-Rontok-Busuk-Mesh-2500-Kemasan-1KG-i.528490499.18173664331?sp_atk=7e48e640-0d08-4af4-a338-56fd8ebfb910&xptdk=7e48e640-0d08-4af4-a338-56fd8ebfb910
Calsium Cair Terlengkap Kemasan 1Liter,Rp17.000,77 Terjual,KAB. GRESIK,https://shopee.co.id/Calsium-Cair-Terlengkap-Kemasan-1Liter-i.397983195.23521664572?sp_atk=afcf1652-01c8-4a27-88fd-0f2eba7815e9&xptdk=afcf1652-01c8-4a27-88fd-0f2eba7815e9
Pupuk Kalsium Putri mencegah rontok jamur dan busuk 1 kg,Rp18.000,,KAB. WONOSOBO,https://shopee.co.id/Pupuk-Kalsium-Putri-mencegah-rontok-jamur-dan-busuk-1-kg-i.45320795.23324818026?sp_atk=7d5adb9f-2ee0-444d-baed-7df00410ec71&xptdk=7d5adb9f-2ee0-444d-baed-7df00410ec71
Cal Ha Pupuk Kalsium Organik Plus Asam Humat Calcium Humic Acid Calha 1 Kg,Rp30.000,"1,9RB Terjual",KOTA DEPOK,https://shopee.co.id/Cal-Ha-Pupuk-Kalsium-Organik-Plus-Asam-Humat-Calcium-Humic-Acid-Calha-1-Kg-i.135032082.14807824251?sp_atk=2fb56033-acd0-4fe5-9d64-15dfa64dab9e&xptdk=2fb56033-acd0-4fe5-9d64-15dfa64dab9e
Pupuk kalsium manohara 1kg,Rp16.500,30 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-kalsium-manohara-1kg-i.886393557.15594128200?sp_atk=2935e25b-121e-4938-bb46-26a99bc3c6be&xptdk=2935e25b-121e-4938-bb46-26a99bc3c6be
Pupuk Kalsium Super Cap Kumbang 1kg - Pemacu dan mencegah kerontokan buah,Rp25.000,5 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Kalsium-Super-Cap-Kumbang-1kg-Pemacu-dan-mencegah-kerontokan-buah-i.179499156.12362628053?sp_atk=ce4670b1-5588-4a04-9aa4-933e29a9167a&xptdk=ce4670b1-5588-4a04-9aa4-933e29a9167a
Pupuk Kalsium plus Magnesium Sulfur Barcal kemasan 1kg,Rp18.500,108 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Kalsium-plus-Magnesium-Sulfur-Barcal-kemasan-1kg-i.32539262.1647756402?sp_atk=71ed7e45-e6d5-4e6e-8537-5d03a0aba5f7&xptdk=71ed7e45-e6d5-4e6e-8537-5d03a0aba5f7
"Pupuk Trichoderma SP Calsium + Boron 1 kg (Anti Jamur, Bakteri, & virus)",Rp19.900,192 Terjual,KAB. PRINGSEWU,https://shopee.co.id/Pupuk-Trichoderma-SP-Calsium-Boron-1-kg-(Anti-Jamur-Bakteri-virus)-i.26782237.9585734675?sp_atk=46d60169-41a8-413f-9f24-2e888f9bbc99&xptdk=46d60169-41a8-413f-9f24-2e888f9bbc99
Pupuk Nutrisi Super Calsium 99%,Rp13.000,"1,7RB Terjual",KOTA DEPOK,https://shopee.co.id/Pupuk-Nutrisi-Super-Calsium-99--i.276875543.5859816740?sp_atk=82fdcb6e-f6af-4c02-8656-179f654862b9&xptdk=82fdcb6e-f6af-4c02-8656-179f654862b9
"Calsium super Cap""Tawon""",Rp15.000,181 Terjual,KAB. KEDIRI,https://shopee.co.id/Calsium-super-Cap-Tawon--i.26063393.7127937522?sp_atk=ce1e7b71-bf15-4996-b0fa-5b1f0e7f8aa8&xptdk=ce1e7b71-bf15-4996-b0fa-5b1f0e7f8aa8
Calsium Boron Fertilizer MANO CALBOR kemasan 1KG,Rp21.500,202 Terjual,KAB. BANYUWANGI,https://shopee.co.id/Calsium-Boron-Fertilizer-MANO-CALBOR-kemasan-1KG-i.349248704.3584604567?sp_atk=45860965-3df9-40e2-9023-ffed9c20a256&xptdk=45860965-3df9-40e2-9023-ffed9c20a256
calcium + boron ca bion pencegah rontok pecah buah / calcium plus boron CA BION / CALSIUM DAN BORON,Rp10.000,83 Terjual,KAB. KEDIRI,https://shopee.co.id/calcium-boron-ca-bion-pencegah-rontok-pecah-buah-calcium-plus-boron-CA-BION-CALSIUM-DAN-BORON-i.173154798.4742172312?sp_atk=7a12bcb1-42da-49f3-9aab-0fa80b009f46&xptdk=7a12bcb1-42da-49f3-9aab-0fa80b009f46
CALSIUM FERTILIZER NARUTAL 1KG,Rp16.900,6 Terjual,KAB. KEDIRI,https://shopee.co.id/CALSIUM-FERTILIZER-NARUTAL-1KG-i.706442316.18351706766?sp_atk=04cc0fe2-fae9-415e-84c1-8bf64ee0c2b6&xptdk=04cc0fe2-fae9-415e-84c1-8bf64ee0c2b6
Cal Ha 250gr Pupuk Kalsium Asam Humat Humic Acid CalHa Organik Tanaman,Rp13.500,15 Terjual,KOTA MAKASSAR,https://shopee.co.id/Cal-Ha-250gr-Pupuk-Kalsium-Asam-Humat-Humic-Acid-CalHa-Organik-Tanaman-i.6678187.17292207615?sp_atk=c63fecd8-3faf-4153-8a51-78f339bd38ba&xptdk=c63fecd8-3faf-4153-8a51-78f339bd38ba
CALHA CAL HA 1KG KG PUPUK KALSIUM ASAM HUMAT,Rp34.499,360 Terjual,KOTA BANJARBARU,https://shopee.co.id/CALHA-CAL-HA-1KG-KG-PUPUK-KALSIUM-ASAM-HUMAT-i.451475239.20401091753?sp_atk=5e8bd73b-b1b9-467f-b75c-d1b38850820f&xptdk=5e8bd73b-b1b9-467f-b75c-d1b38850820f
PUPUK GRANULE NASA ORGANINDO ORGANIK 10 KG,Rp200.000,,KOTA DEPOK,https://shopee.co.id/PUPUK-GRANULE-NASA-ORGANINDO-ORGANIK-10-KG-i.296296161.23323219674?sp_atk=fa273c21-5205-40c9-87a1-170ab457c920&xptdk=fa273c21-5205-40c9-87a1-170ab457c920
Pupuk Majemuk Kalium Nitrat KNO3 Merah 5 Liter,Rp81.000,60 Terjual,KAB. JEMBER,https://shopee.co.id/Pupuk-Majemuk-Kalium-Nitrat-KNO3-Merah-5-Liter-i.240913901.13257746325?sp_atk=7b95e37d-befb-475f-9e18-942d223a956f&xptdk=7b95e37d-befb-475f-9e18-942d223a956f
PUPUK CAIR BAMBU IJO 12 ML - Kemasan Pabrik,Rp4.350,,KAB. BANDUNG,https://shopee.co.id/PUPUK-CAIR-BAMBU-IJO-12-ML-Kemasan-Pabrik-i.921071577.19569665814?sp_atk=e925a9d2-cbf0-4b8b-91bb-cc0b0aaf676e&xptdk=e925a9d2-cbf0-4b8b-91bb-cc0b0aaf676e
Pupuk Hayati/Organik Padat GLB - 100 Gram,Rp49.500,10 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Pupuk-Hayati-Organik-Padat-GLB-100-Gram-i.915154028.20369256337?sp_atk=42e5827e-03b3-42dd-8a5e-0ef8bd85b739&xptdk=42e5827e-03b3-42dd-8a5e-0ef8bd85b739
Growgood Pekatan Pupuk Daun Terbaik khusus fase vegetatif - 100ml,Rp35.000,54 Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/Growgood-Pekatan-Pupuk-Daun-Terbaik-khusus-fase-vegetatif-100ml-i.4313736.17041448045?sp_atk=260cca6e-a092-40f0-b68d-3dd9cc820955&xptdk=260cca6e-a092-40f0-b68d-3dd9cc820955
"CALBOR FERTILIZER "" MANOHARA "" 1 KG pupuk calsium tanaman",Rp18.000,414 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/CALBOR-FERTILIZER-MANOHARA-1-KG-pupuk-calsium-tanaman-i.393365812.3983102673?sp_atk=a9912b1e-25ca-4e68-8d82-c3a470d5f545&xptdk=a9912b1e-25ca-4e68-8d82-c3a470d5f545
java HIGROS Calsium 100% larut tanpa endapan 1kg,Rp39.500,,KAB. TULUNGAGUNG,https://shopee.co.id/java-HIGROS-Calsium-100-larut-tanpa-endapan-1kg-i.306205459.21274515419?sp_atk=24ec6f73-5b0f-4d4c-9df8-e53cc2bdda62&xptdk=24ec6f73-5b0f-4d4c-9df8-e53cc2bdda62
PUPUK CALSIUM KALSIUM - NATURAL 1KG,Rp14.900,582 Terjual,KAB. WONOSOBO,https://shopee.co.id/PUPUK-CALSIUM-KALSIUM-NATURAL-1KG-i.180399789.4680139502?sp_atk=fd72a2b7-06e6-4098-8d15-e08d44675979&xptdk=fd72a2b7-06e6-4098-8d15-e08d44675979
Grit Tepung 1 kg  Cangkang Telur Super 100% Murni Tanpa Campuran Sumber Kalsium Alami Pertanian Organik,Rp17.500,299 Terjual,KOTA YOGYAKARTA,https://shopee.co.id/Grit-Tepung-1-kg-Cangkang-Telur-Super-100-Murni-Tanpa-Campuran-Sumber-Kalsium-Alami-Pertanian-Organik-i.165169191.15188179114?sp_atk=102f2c42-7652-4372-856c-0c10eeb9cff1&xptdk=102f2c42-7652-4372-856c-0c10eeb9cff1
Pupuk Kalsium Milagrow Anti Rontok & Busuk Mesh 2500 Kemasan 1KG,Rp19.900,,KAB. BOGOR,https://shopee.co.id/Pupuk-Kalsium-Milagrow-Anti-Rontok-Busuk-Mesh-2500-Kemasan-1KG-i.528490499.18173664331?sp_atk=27945640-a33b-408d-888f-6592cb3aa1f0&xptdk=27945640-a33b-408d-888f-6592cb3aa1f0
Calsium Cair Terlengkap Kemasan 1Liter,Rp17.000,77 Terjual,KAB. GRESIK,https://shopee.co.id/Calsium-Cair-Terlengkap-Kemasan-1Liter-i.397983195.23521664572?sp_atk=1c10e475-d42c-4af2-bd52-66fbc51bdf0b&xptdk=1c10e475-d42c-4af2-bd52-66fbc51bdf0b
Pupuk Kalsium Putri mencegah rontok jamur dan busuk 1 kg,Rp18.000,,KAB. WONOSOBO,https://shopee.co.id/Pupuk-Kalsium-Putri-mencegah-rontok-jamur-dan-busuk-1-kg-i.45320795.23324818026?sp_atk=39622f35-64ec-4d18-abaf-c858fea97433&xptdk=39622f35-64ec-4d18-abaf-c858fea97433
Cal Ha Pupuk Kalsium Organik Plus Asam Humat Calcium Humic Acid Calha 1 Kg,Rp30.000,"1,9RB Terjual",KOTA DEPOK,https://shopee.co.id/Cal-Ha-Pupuk-Kalsium-Organik-Plus-Asam-Humat-Calcium-Humic-Acid-Calha-1-Kg-i.135032082.14807824251?sp_atk=ee6f408e-babd-4cf5-b8a6-52d6105aee42&xptdk=ee6f408e-babd-4cf5-b8a6-52d6105aee42
Pupuk kalsium manohara 1kg,Rp16.500,30 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-kalsium-manohara-1kg-i.886393557.15594128200?sp_atk=b0c9022e-13b8-4166-9714-e18ec1e6db3b&xptdk=b0c9022e-13b8-4166-9714-e18ec1e6db3b
Pupuk Kalsium Super Cap Kumbang 1kg - Pemacu dan mencegah kerontokan buah,Rp25.000,5 Terjual,KOTA MAKASSAR,https://shopee.co.id/Pupuk-Kalsium-Super-Cap-Kumbang-1kg-Pemacu-dan-mencegah-kerontokan-buah-i.179499156.12362628053?sp_atk=bb5aa320-590a-4272-85a1-37642cc13717&xptdk=bb5aa320-590a-4272-85a1-37642cc13717
Pupuk Kalsium plus Magnesium Sulfur Barcal kemasan 1kg,Rp18.500,108 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Kalsium-plus-Magnesium-Sulfur-Barcal-kemasan-1kg-i.32539262.1647756402?sp_atk=b457a7df-f57e-4545-8348-1ae3926b02e4&xptdk=b457a7df-f57e-4545-8348-1ae3926b02e4
"Pupuk Trichoderma SP Calsium + Boron 1 kg (Anti Jamur, Bakteri, & virus)",Rp19.900,192 Terjual,KAB. PRINGSEWU,https://shopee.co.id/Pupuk-Trichoderma-SP-Calsium-Boron-1-kg-(Anti-Jamur-Bakteri-virus)-i.26782237.9585734675?sp_atk=80a1e6a1-a806-44ec-862a-e9a48ef8f9ce&xptdk=80a1e6a1-a806-44ec-862a-e9a48ef8f9ce
"Calsium super Cap""Tawon""",Rp15.000,181 Terjual,KAB. KEDIRI,https://shopee.co.id/Calsium-super-Cap-Tawon--i.26063393.7127937522?sp_atk=d6c6fa5d-5534-4a80-aaf4-97788f3c37db&xptdk=d6c6fa5d-5534-4a80-aaf4-97788f3c37db
Calsium Boron Fertilizer MANO CALBOR kemasan 1KG,Rp21.500,202 Terjual,KAB. BANYUWANGI,https://shopee.co.id/Calsium-Boron-Fertilizer-MANO-CALBOR-kemasan-1KG-i.349248704.3584604567?sp_atk=5fb91fb5-4250-4bb5-a035-2868a10aa3b2&xptdk=5fb91fb5-4250-4bb5-a035-2868a10aa3b2
calcium + boron ca bion pencegah rontok pecah buah / calcium plus boron CA BION / CALSIUM DAN BORON,Rp10.000,83 Terjual,KAB. KEDIRI,https://shopee.co.id/calcium-boron-ca-bion-pencegah-rontok-pecah-buah-calcium-plus-boron-CA-BION-CALSIUM-DAN-BORON-i.173154798.4742172312?sp_atk=e33094ef-8fde-455d-a6cf-bc5fc5602530&xptdk=e33094ef-8fde-455d-a6cf-bc5fc5602530
CALSIUM FERTILIZER NARUTAL 1KG,Rp16.900,6 Terjual,KAB. KEDIRI,https://shopee.co.id/CALSIUM-FERTILIZER-NARUTAL-1KG-i.706442316.18351706766?sp_atk=4aad1df9-80b3-46a8-b303-16c4c2f4872e&xptdk=4aad1df9-80b3-46a8-b303-16c4c2f4872e
Cal Ha 250gr Pupuk Kalsium Asam Humat Humic Acid CalHa Organik Tanaman,Rp13.500,15 Terjual,KOTA MAKASSAR,https://shopee.co.id/Cal-Ha-250gr-Pupuk-Kalsium-Asam-Humat-Humic-Acid-CalHa-Organik-Tanaman-i.6678187.17292207615?sp_atk=81dc050f-7303-4fe3-a4d9-f11a839bb43b&xptdk=81dc050f-7303-4fe3-a4d9-f11a839bb43b
